,name,W,H,dist,R,R_rate
0,20051020_43808_0100_PP.tif,2240,1488,12.805298096052566,103,0.12432328248594723
1,20051020_43882_0100_PP.tif,2240,1488,14.346232751217535,103,0.13928381311861684
2,20051020_44261_0100_PP.tif,2240,1488,20.86597275416456,103,0.2025822597491705
3,20051020_44338_0100_PP.tif,2240,1488,15.669567965775013,103,0.15213172782305837
4,20051020_44400_0100_PP.tif,2240,1488,7.923385494607346,103,0.07692607276317812
5,20051020_44598_0100_PP.tif,2240,1488,7.862938534543433,103,0.07633920907323721
6,20051020_44692_0100_PP.tif,2240,1488,9.306117461284709,103,0.09035065496392922
7,20051020_44762_0100_PP.tif,2240,1488,6.475615083074999,103,0.06287004935024271
8,20051020_44843_0100_PP.tif,2240,1488,8.318214023619214,103,0.08075935945261373
9,20051020_44923_0100_PP.tif,2240,1488,4.091904876008126,103,0.03972723180590414
10,20051020_45004_0100_PP.tif,2240,1488,11.340173242334869,103,0.11009876934305697
11,20051020_52801_0100_PP.tif,2240,1488,18.006310459365945,103,0.17481854814918393
12,20051020_53997_0100_PP.tif,2240,1488,23.18341784076061,103,0.22508172660932632
13,20051020_56592_0100_PP.tif,2240,1488,3.596443084919182,103,0.03491692315455517
14,20051020_57157_0100_PP.tif,2240,1488,6.503893596777275,103,0.06314459802696384
15,20051020_57622_0100_PP.tif,2240,1488,19.203583453551364,103,0.18644255780146954
16,20051020_57844_0100_PP.tif,2240,1488,21.035548417329455,103,0.2042286254109656
17,20051020_58214_0100_PP.tif,2240,1488,7.311476642085071,103,0.07098521011733079
18,20051020_61557_0100_PP.tif,2240,1488,2.296004070893291,103,0.022291301659158165
19,20051020_61804_0100_PP.tif,2240,1488,7.944558350138576,103,0.07713163446736482
20,20051020_61998_0100_PP.tif,2240,1488,10.955102687677272,103,0.10636022026871138
21,20051020_62337_0100_PP.tif,2240,1488,3.17265483904602,103,0.03080247416549534
22,20051020_62461_0100_PP.tif,2240,1488,38.213573963100835,103,0.37100557245728966
23,20051020_62577_0100_PP.tif,2240,1488,5.933718346538455,103,0.05760891598581024
24,20051020_62709_0100_PP.tif,2240,1488,18.355318479354136,103,0.17820697552771006
25,20051020_62878_0100_PP.tif,2240,1488,34.50397754584834,103,0.33499007326066355
26,20051020_63269_0100_PP.tif,2240,1488,9.743025014321605,103,0.09459247586720004
27,20051020_63711_0100_PP.tif,2240,1488,11.459737290520385,103,0.11125958534485811
28,20051020_63936_0100_PP.tif,2240,1488,9.335784341876177,103,0.09063868293083667
29,20051020_64249_0100_PP.tif,2240,1488,14.50890571940814,103,0.14086316232435087
30,20051020_64518_0100_PP.tif,2240,1488,20.145474150110957,103,0.19558712767098016
31,20051020_64653_0100_PP.tif,2240,1488,10.308453565227211,103,0.10008207344880787
32,20051020_64775_0100_PP.tif,2240,1488,15.98482064085471,103,0.1551924334063564
33,20051020_64945_0100_PP.tif,2240,1488,10.043759829664292,103,0.097512231355964
34,20051020_65230_0100_PP.tif,2240,1488,11.432043904901773,103,0.11099071752331818
35,20051021_36208_0100_PP.tif,2240,1488,13.487752566667838,103,0.1309490540453188
36,20051021_36476_0100_PP.tif,2240,1488,19.33145071816415,103,0.18768398755499174
37,20051021_39661_0100_PP.tif,2240,1488,3.409467868952198,103,0.033101629795652406
38,20051021_39845_0100_PP.tif,2240,1488,10.928713013122081,103,0.10610400983613671
39,20051021_40018_0100_PP.tif,2240,1488,28.63319133469439,103,0.2779921488805281
40,20051021_40180_0100_PP.tif,2240,1488,3.53880645637616,103,0.03435734423666175
41,20051021_40377_0100_PP.tif,2240,1488,8.811203178410635,103,0.08554566192631684
42,20051021_51418_0100_PP.tif,2240,1488,6.106965002615051,103,0.059290922355485935
43,20051021_51561_0100_PP.tif,2240,1488,14.138271636140274,103,0.13726477316641042
